Molecule ChEMBL ID,smiles,pIC50
CHEMBL1862956,O=C(NC(c1ccc(Cl)cc1)c1cccnc1)c1ccc(C(F)(F)F)cc1,6.60
CHEMBL1863119,O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccccc1,7.66
CHEMBL1862895,CC(C)(C)OC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.96
CHEMBL337750,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccc(C(F)(F)F)c1,7.17
CHEMBL1863490,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3)CC2)cc1,7.62
CHEMBL1863059,CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.30
CHEMBL1862896,CCCC=C(c1ccc(Cl)cc1)c1cccnc1,7.12
CHEMBL1862881,O=C(C1CC1)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,7.30
CHEMBL1863399,OC(c1ccc(Cl)cc1)c1cccnc1,5.32
CHEMBL1862844,Clc1ccc(C(NCc2ccccc2)c2cccnc2)cc1,7.02
CHEMBL1863349,OC(c1cccnc1)(c1ccccc1Cl)c1ccccc1C(F)(F)F,6.53
CHEMBL1863439,N#Cc1cnc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)s1,7.77
CHEMBL1862940,FC(F)(F)c1ccc(N(CC2CCN(c3ccc(Cl)cc3)CC2)c2cccnc2)cc1,7.72
CHEMBL1863189,Fc1cc(Cl)ccc1C(NC1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)c1cccnc1,7.32
CHEMBL1863268,CSc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1,6.54
CHEMBL1863393,O=C(C1CCCCC1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1,7.55
CHEMBL1862830,Cn1cc(CN2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)c(C(F)(F)F)n1,7.28
CHEMBL1863424,N#Cc1ccccc1N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,8.15
CHEMBL1863047,Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2F)CC1)c1cccnc1,7.78
CHEMBL1863142,FC(F)(F)c1ccc(C(c2cccnc2)N2CCC(Oc3cccc(Cl)c3)CC2)cc1,7.23
CHEMBL1863351,CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,7.07
CHEMBL1863395,O=C(Nc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.92
CHEMBL1863317,O=C(N1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.66
CHEMBL302007,OC1(Cc2ccc(Cl)cc2)c2ccccc2C2=NCCN21,4.47
CHEMBL1863062,N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cccc(C(F)(F)F)c3)CC2)cc1,7.64
CHEMBL1863363,Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)n(C)n1,7.33
CHEMBL3819063,O=C1C(Cl)=C(N2C(=O)c3ccccc3C2=O)C(=O)c2ccccc21,5.32
CHEMBL36802,COc1ccc2c(OC(C)=O)c3cc(C(C)=O)oc3cc2c1,5.66
CHEMBL3637896,NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(OCc2ccc(Cl)cc2)cc1,6.21
CHEMBL227240,N=C(N)c1ccc(-c2cc(-c3ccccc3)on2)cc1,5.39
CHEMBL424964,C[n+]1c2ccccc2c(-c2ccccc2)c2[nH]c3ccccc3c21.O=S(=O)([O-])C(F)(F)F,6.06
CHEMBL3431320,CNc1cc(C)nc(C2CN(C(=O)c3n[nH]c4ccccc34)CCO2)c1,5.41
CHEMBL368594,CCc1cc[nH]c2c3ccccc3nc1-2,4.67
CHEMBL1863233,CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,6.58
CHEMBL1863298,O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(Cl)cc1,7.11
CHEMBL4475359,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(O)cc1,4.64
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.82
CHEMBL3818489,COc1ccc(/C=C(\C)C(=O)/C=C/c2ccc(F)cc2)cc1,4.82
CHEMBL478498,CCCCNc1nc(NC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.54
CHEMBL369675,CCc1c2nc3ccccc3c-2n(C)c2ccccc12,6.75
CHEMBL4457353,Cl.Cl.Cl.NCCN(CCN)CCNCc1ccc2ccccc2c1,4.72
CHEMBL4449798,Cl.Cl.Cl.Cl.Cl.Cl.c1ccc2nc(CNCCN(CCNCc3ccc4ccccc4n3)CCNCc3ccc4ccccc4n3)ccc2c1,5.64
CHEMBL49627,N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3C(F)(F)F)o2)c(C(F)(F)F)c1,4.51
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,5.11
CHEMBL302007,OC1(Cc2ccc(Cl)cc2)c2ccccc2C2=NCCN21,5.10
CHEMBL174748,c1ccc(-c2cc[nH]c3c4ccccc4nc2-3)cc1,4.96
CHEMBL369038,O=C(c1c2nc3ccccc3c-2[nH]c2ccccc12)c1c2nc3ccccc3c-2[nH]c2ccccc12,4.00
CHEMBL291054,COc1ccc2c(c1)C(=O)c1oc(C(C)=O)cc1C2=O,6.24
CHEMBL174748,c1ccc(-c2cc[nH]c3c4ccccc4nc2-3)cc1,4.92
CHEMBL3785717,NC(=S)N/N=C/CSc1ccc(Br)cc1,5.18
CHEMBL1673330,CCOC(=O)c1nc(C)nc(Sc2nnc(-c3ccccc3)[nH]2)c1C,5.19
CHEMBL445832,CCCC(=O)c1ccc(OC2CCOC2)c(OC)c1,5.43
CHEMBL38858,N#CSCCCOc1ccc(Oc2ccccc2)cc1,5.46
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.64
CHEMBL3751862,O=C(c1ccc(F)cc1)c1c(C(F)(F)F)[n+]([O-])c2cc(F)c(F)cc2[n+]1[O-],6.22
CHEMBL121573,Fc1ccc(/C=C/c2ccc3ccccc3n2)cc1,4.66
CHEMBL1452638,O=S(=O)(c1ccc(Cl)cc1)N1CCCc2ccccc21,4.80
CHEMBL3628653,O=C(Cn1nncc1-c1cccc([N+](=O)[O-])c1)NCc1ccccc1,4.07
CHEMBL3133578,COC(=O)[C@H](CCSC)NC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(O)c(O)c1,4.75
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,4.96
CHEMBL3431020,COc1ccc(-c2nc3ccncc3c(=O)n2CCOc2ccccc2)cc1,6.40
CHEMBL3431033,O=S(=O)(c1cccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c1)N1CCOCC1,7.40
CHEMBL3431034,O=C(Nc1ccc(C(=O)N2CCCC2c2ccc3c(c2)OCCCO3)cc1)c1ccco1,6.20
CHEMBL3431081,COc1ccc(S(=O)(=O)NC(C)C)cc1Nc1ncc(-c2cccc(F)c2)cn1,6.50
CHEMBL3431086,O=C(N[C@H](CO)c1ccccc1)c1ccc(-c2c[nH]c3nccc(C(F)(F)F)c23)s1,5.00
CHEMBL3431109,CCCn1c(NC(=O)CCn2cc(Br)cn2)nc2ccccc21,5.60
CHEMBL3431112,N#Cc1cc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)ccc1NCCN,4.80
CHEMBL3431101,COc1cc(OC)cc(C(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c2nccn2C)c1,5.00
CHEMBL3431261,COc1cccc(CCNC(=O)C(c2cn[nH]c2)N2CCN(c3ccc(Cl)cc3)CC2)c1,7.70
CHEMBL3431263,COc1ccc2nc(N(Cc3cccnc3)C(=O)C3CCC3)sc2c1,6.90
CHEMBL3431271,O=C(NCc1nnc2n1CCCCC2)c1csc(-c2ccccc2)n1,5.60
CHEMBL3431272,O=C(NCc1nnc2n1CCCCC2)c1ccc(-c2ccc(F)cc2)o1,5.85
CHEMBL3431278,Cn1nc(-c2ccc(NC(=O)Cc3ccccc3Cl)cc2)c2c(N)ncnc21,5.70
CHEMBL3431293,COc1ccc(CN2CCCCC2c2nc(-c3cccnc3)no2)cc1,6.10
CHEMBL3431304,Cc1cn[nH]c1C1CCCN(Cc2nc3ccccc3n2C)C1,5.50
CHEMBL3431306,COc1ccc(Cl)cc1CC(=O)Nc1nnc(-c2ccccn2)[nH]1,5.00
CHEMBL3431315,Oc1cccnc1-c1nc(Cc2ccccc2)n[nH]1,5.20
CHEMBL3431329,CC(c1ccccn1)N(C)Cc1nc2ccccc2n1C(C)C,5.80
CHEMBL3431339,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@H]4CCNC4)cc32)sc1C(N)=O)c1ccccc1Cl,5.50
CHEMBL3431357,Cn1cc(CN2CCN(c3ccc4c(c3)CCN(C(=O)[C@H]3C[C@@H]3c3ccccc3)CC4)CC2)cn1,5.80
CHEMBL3431369,CCCN1CCN(Cc2ccc(S(=O)(=O)Nc3cccc(C)c3)cc2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.10
CHEMBL3431382,COc1ccc(OC)c(NC(=O)c2ccc([N+](=O)[O-])o2)c1,5.50
CHEMBL3431206,CC(C)c1cc(Nc2cc(Cc3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)n2)n[nH]1,8.20
CHEMBL3431225,CN(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nc4ccc(F)cc4[nH]3)c2)cc1,5.90
CHEMBL3431229,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C)nn2C)ncc1Cl,6.60
CHEMBL3431234,Cc1nn(-c2nc(N)nc(-c3ccccn3)n2)c(C)c1Cc1ccccc1,4.70
CHEMBL3431247,Cc1cc2nc(CN(C)Cc3ncccc3C)[nH]c2cc1C,4.90
CHEMBL3431315,Oc1cccnc1-c1nc(Cc2ccccc2)n[nH]1,4.80
CHEMBL3431361,Cc1cc(C#N)c([N+](=O)[O-])cc1Br,4.30
CHEMBL3431389,Cc1ccccc1NS(=O)(=O)c1ccc2[nH]cc(C(=O)NC3CCCC3)c(=O)c2c1,4.70
CHEMBL389017,[O-][n+]1onc2cc(/C=C/c3cccs3)ccc21,6.22
CHEMBL225873,[O-][n+]1onc2cc(/C=C/c3cccc(F)c3)ccc21,5.60
CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,4.77
CHEMBL389207,[O-][n+]1onc2cc(/C=C/c3ccc(O)cc3)ccc21,4.60
CHEMBL387980,COc1ccc(/C=C/c2ccc3c(c2)no[n+]3[O-])cc1,5.07
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.42
CHEMBL227066,[O-][n+]1onc2cc(/C=C/c3ccc(C(F)(F)F)cc3)ccc21,5.35
CHEMBL132400,Cc1cccc(C)c1OCCSC#N,4.88
CHEMBL48802,C[S+]([O-])CCCCN=C=S,4.82
CHEMBL394241,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ccc(Oc4ccccc4)cc3)n[nH]2)CC1,4.89
CHEMBL55264,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,4.75
CHEMBL4062813,Nc1nc(Cl)c2ccn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.47
CHEMBL457953,C=CC1=C(C)[C@@H]2CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1,4.77
CHEMBL4076335,CC1(COc2ccc(OC(F)(F)F)cc2)Cn2nc([N+](=O)[O-])nc2S1(=O)=O,5.89
CHEMBL166,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,8.22
CHEMBL4174547,CCCCCCNC(=O)c1c(O)cc(C)oc1=O,4.14
CHEMBL3397256,CCCCNc1nc2cc(Cl)ccc2nc1S(C)(=O)=O,6.02
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,6.05
CHEMBL4243512,Cc1cc(F)cc(C)c1Nc1nc(N)nc(Nc2ccc(C#N)cc2)n1,5.10
CHEMBL4238534,CNc1nc(Nc2ccc(F)cc2)nc(Oc2c(C)cc(C)cc2C)n1,5.11
CHEMBL4250118,Cc1cc(C)c(Oc2nc(N)nc(Nc3ccc(Cl)cc3)n2)c(C)c1,5.51
CHEMBL383559,C=CCOC1=C(C)C(=O)SC1(C)CCCCCCCCCC,4.52
CHEMBL1090250,C(=N/Nc1ncnc2sc3c(c12)CCCC3)\c1ccccn1,5.41
CHEMBL2441129,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(CNC2=C(Cl)C(=O)c3ccccc3C2=O)nn1,5.09
CHEMBL2441127,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(CNC2=CC(=O)c3ccccc3C2=O)nn1,4.09
CHEMBL391827,O=S(=O)(/C=C\c1ccc2c(c1)no[n+]2[O-])c1ccccc1,5.68
CHEMBL4208438,O=[N+]([O-])c1cn2c(n1)S(=O)(=O)CC(Oc1ccc(C(F)(F)F)cn1)C2,5.58
CHEMBL1209352,Cc1cc2c(cc1C)[n+]([O-])c(-c1ccco1)c(C#N)[n+]2[O-],4.70
CHEMBL1209354,N#Cc1c(-c2cccs2)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],4.98
CHEMBL128963,N#CSCCOc1ccc([S+]([O-])c2ccccc2)cc1,5.11
CHEMBL127956,Clc1ccccc1OCCOC1CCCCO1,4.14
CHEMBL1170236,O[C@@H]1Cc2ccccc2N[C@H](c2cccc(Cl)c2)C1,4.71
CHEMBL52210,N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3)o2)cc1)c1ccccn1,5.02
CHEMBL3742126,NCc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCN3)cc1,4.30
CHEMBL368642,Nc1ccccc1-c1cc[nH]c2c3ccccc3nc1-2,4.72
CHEMBL176533,Cc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.O=S(=O)([O-])C(F)(F)F,7.13
CHEMBL115585,Cn1c2nc3ccccc3c-2cc2ccccc21,5.40
CHEMBL3613564,Cc1ccc(/C(COc2ccc(Br)cc2)=N\NC(N)=S)cc1,5.10
CHEMBL403162,S=C(N/N=C/c1ccccc1)Nc1ccccc1,4.72
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.13
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.48
CHEMBL577492,Cc1ccc([S+]([O-])/C=C/c2ccc3no[n+]([O-])c3c2)cc1,5.22
CHEMBL1802124,CC(=O)OC1(C)c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Br)cc21,6.03
CHEMBL2377081,COc1nc2ccc(Br)cc2c2c1C(C)(OCC(O)Cn1ccc(-c3cccc(C(F)(F)F)c3)n1)c1ccccc1-2,5.27
CHEMBL2377074,COc1ccccc1NC(=O)NCC(O)COC1(C)c2ccccc2-c2c1c(OC)nc1ccc(Br)cc21,5.60
CHEMBL2377070,O=[N+]([O-])c1ccc2nc(Oc3ccc(F)cc3C(O)CN3CCCCC3)c(Cc3ccccc3)cc2c1,5.70
CHEMBL3613570,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1cccc2ccccc12,5.32
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,6.35
CHEMBL605202,CC(=O)Nc1ccc(/C=N/NC(=O)c2nc(-c3ccc(C)cc3)no2)cc1,5.41
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,5.30
CHEMBL3109495,CC(C)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccccn3)cccc2C1=O,6.46
CHEMBL3109380,Cc1ccccc1CN(C)C[C@H]1Oc2c(NC(=O)c3ccncc3)cccc2C(=O)N([C@@H](C)CO)C[C@@H]1C,7.25
CHEMBL3628943,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,8.52
CHEMBL120734,CN(C)c1ccc(/C=C/c2ccc3ccccc3n2)cc1,4.77
CHEMBL538157,O=C/C=C/c1ccc2ccccc2n1,5.30
CHEMBL3121903,C/C(=N\NC(N)=S)C(C)Oc1ccc(Br)cc1,4.70
CHEMBL3121908,C/C(=N\NC(N)=S)C(C)Oc1ccccc1-c1ccccc1,5.66
CHEMBL365302,c1ccc(COC2OC[C@H](Cc3ccc4c(c3)OCO4)[C@@H]2Cc2ccc3c(c2)OCO3)cc1,5.24
CHEMBL70488,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN,5.13
CHEMBL3805528,C=CC(=O)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,6.22
CHEMBL3594272,Cc1ccc(SC2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)cc1,4.22
CHEMBL2448726,CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cc(-c3ccccc3)cs2)c1,7.96
CHEMBL421114,Cc1cccc(C)c1Oc1nc(N)nc(Nc2ccc(C#N)cc2)n1,5.06
CHEMBL2442721,O=[N+]([O-])c1nccn1CCCCNc1nc2ccc(Cl)cc2s1,5.76
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.80
CHEMBL3431373,COC(=O)c1ccc(-c2cnc3ccc(NCc4ccccn4)nn23)cc1,5.30
CHEMBL3431375,c1ccc2c(CCOc3nccnc3-c3ccncc3)c[nH]c2c1,6.80
CHEMBL530358,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc([N+](=O)[O-])c1,5.30
CHEMBL3431110,CCn1c(NC(=O)Cc2ccc(F)cc2)nc2ccccc21,5.40
CHEMBL3430979,CCC(=O)Nc1ccc(-c2nc3ccc(Cl)cc3[nH]2)cc1,5.80
CHEMBL3431065,CN(Cc1cc2ccccc2s1)c1ncc2c(N)nc(N)nc2n1,4.70
CHEMBL3431136,COc1ccc(-c2cnc(NC(=O)c3cc(-c4ccccn4)n[nH]3)n2C)cc1,5.40
CHEMBL3431123,Cc1cccnc1CN1CCN(CCCOc2ccc(-c3ccc(C(N)=O)cc3)cc2)CC1,6.20
CHEMBL3431133,CS(=O)(=O)N[C@H]1CC[C@@H](Oc2cc3cnccc3cc2-c2ccsc2)CC1.O=C(O)C(F)(F)F,7.00
CHEMBL3431187,O=C(COc1nn(-c2ccccc2)c2ncccc12)NCc1ccccc1,4.50
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,5.16
CHEMBL4092070,CC(C)NC(=O)c1ccc([N+](=O)[O-])o1,4.75
CHEMBL369051,CCc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.O=S(=O)([O-])C(F)(F)F,4.30
CHEMBL1821995,N=C(N)NCCCCc1nccc2c1[nH]c1cc(Br)ccc12,4.07
CHEMBL3338052,COc1cc(C)cc(OC)c1Oc1nc(N)nc(Nc2ccc(C#N)cc2)n1,4.82
CHEMBL174748,c1ccc(-c2cc[nH]c3c4ccccc4nc2-3)cc1,4.60
CHEMBL3397243,CCCCNc1nc2ccc(OC)cc2nc1S(C)(=O)=O,4.84
CHEMBL366607,Cc1c(-c2ccccc2)c[nH]c2c3ccccc3nc1-2,5.72
CHEMBL176533,Cc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.O=S(=O)([O-])C(F)(F)F,4.90
CHEMBL173684,Cc1c2nc3ccccc3c-2[nH]c2ccccc12,5.41
CHEMBL368594,CCc1cc[nH]c2c3ccccc3nc1-2,4.30
CHEMBL366482,c1csc(-c2ccnc3c2[nH]c2ccccc23)c1,4.95
CHEMBL4129006,COc1ccc(C(=O)CCN2CCN(c3ccc(F)cc3)CC2)cc1,5.96
CHEMBL4128158,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)c(F)c1,4.50
CHEMBL4126649,Cc1ccc(C(=O)CCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1,4.62
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.46
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,4.19
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.03
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.79
CHEMBL4163099,Cc1cc(O)c(CCC2CCCCC2)c(=O)o1,4.49
CHEMBL4171401,CCCCCCCCc1c(O)cc(C)oc1=O,4.40
CHEMBL4168058,Cc1cc(O)c(C(=O)CCC2CCCCC2)c(=O)o1,5.36
CHEMBL3628937,COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1,7.36
CHEMBL3431383,COCCn1c(-c2ccc3c(c2)OCO3)cnc1NCc1ccccc1OC.O=C(O)C(=O)O,5.10
CHEMBL1489081,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,6.20
CHEMBL1418463,COc1ccc(C2=NCC(CSc3nnc(-c4ccc5c(c4)OCO5)o3)S2)cc1,6.30
CHEMBL1725748,Cc1cc(C)c(C#N)c(SCC(=O)c2ccc3c(c2)OCO3)n1,6.10
CHEMBL3431430,Oc1nccc2ccc(-c3ccncc3)cc12,6.60
CHEMBL3431443,COc1ccc2nccc(NC(=O)C3(OC)CCN(CC(O)c4ccc5c(c4)OCCO5)CC3)c2n1.Cl.Cl,6.50
CHEMBL3431444,Cl.NCc1ccc2c(Cl)cc(Cl)c(O)c2n1,5.70
CHEMBL528583,CC1(C)CCC(=Cc2ccc(Cl)cc2)CC1(O)Cn1ccnc1,8.30
CHEMBL3430922,Cc1sc(C)c(C(F)(F)F)c1CNCCCNc1cc(=O)c2ccccc2[nH]1.Cl.Cl,6.30
CHEMBL2098408,CCS(=O)(=O)c1cccc(C(=O)Nc2nc(-c3ccccn3)cs2)c1,5.80
CHEMBL4127960,COc1ccc(C(=O)CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,4.14
CHEMBL2165401,COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc(OC)c(OC)c3CN1CC2,4.70
CHEMBL4126517,COc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1OC,4.04
CHEMBL1232777,O=c1[nH]cnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12,6.50
CHEMBL4128174,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(Br)cc1,4.65
CHEMBL3430945,COc1cc(C(C)C)c(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccccc2Cl)CC1,5.70
CHEMBL4129398,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)c(Br)c1,4.58
CHEMBL3430957,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccc([N+](=O)[O-])o1,4.80
CHEMBL4128875,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(OC(F)(F)F)cc1,4.07
CHEMBL3430959,O=C(Nc1nc(-c2ccccn2)cs1)C1CCc2ccccc2C1,5.70
CHEMBL4130063,Cc1ccc(C(=O)CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,4.75
CHEMBL3430972,CN1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)CC1,6.20
CHEMBL3430986,CCC(CC)C(=O)Nc1cccc(C(=O)Nc2nnc(C3CCCCC3)s2)c1,4.80
CHEMBL3430997,CC1=NN(C(=O)CCn2cnc([N+](=O)[O-])n2)C(O)(C(F)(F)F)C1,5.90
CHEMBL3431008,Cc1ccc(Nc2nc(N)nc(CNC(c3nc4ccccc4[nH]3)C(C)C)n2)cc1,5.30
CHEMBL2355685,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)(C)C)n2)n1,6.30
CHEMBL3431011,O=C(Nc1nc2cc(Cl)ccc2o1)c1cccc(Cl)c1,6.20
CHEMBL3431012,O=C(NCc1ccc(Cl)cc1)C1CN(C(=O)c2ccc(F)cc2)CCS1,4.50
CHEMBL4126517,COc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1OC,4.36
CHEMBL4128725,COc1ccc(C(=O)CCN2CCN(Cc3cccc(C)c3)CC2)cc1OC,4.62
CHEMBL4127072,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(Br)cc1,4.40
CHEMBL4125692,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)c(Br)c1,4.37
CHEMBL4129539,O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccc(F)c(Br)c1,4.43
CHEMBL4127124,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)c(Cl)c1,4.53
CHEMBL4127965,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(Cl)c(F)c1,4.31
CHEMBL4126550,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(OC(F)(F)F)cc1,4.42
CHEMBL4129825,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(OC(F)(F)F)cc1,4.47
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,4.44
CHEMBL4128833,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccccc1,4.60
CHEMBL4128694,Cc1ccc(C(=O)CCN2CCN(c3ccc(F)cc3)CC2)cc1,4.60
CHEMBL4129924,Cc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1,4.53
CHEMBL4127960,COc1ccc(C(=O)CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,4.36
CHEMBL4126678,COc1ccc(N2CCN(CCC(=O)c3ccc(F)cc3)CC2)cc1,4.41
CHEMBL4128360,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)c(Cl)c1,4.43
CHEMBL4127124,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)c(Cl)c1,4.54
CHEMBL4129024,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(C(F)(F)F)cc1,4.37
CHEMBL4128875,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(OC(F)(F)F)cc1,4.28
CHEMBL2180354,C/C(COc1ccccc1)=N\N=C1/NC(=O)CS1,4.72
CHEMBL2180330,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1,4.77
CHEMBL2180335,C/C(COc1ccccc1)=N\Nc1nc(-c2cccs2)cs1,4.78
CHEMBL2180344,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=S)N1c1ccccc1,4.95
